CENTROID_ID,NEAREST_CENTROIDS_DISTANCE,BALANCE,PURCHASES,CASH_ADVANCE
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.611660560650355""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.1576979108661822""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.8763467451052""
  }]
}",6074.986862,1000.0,4360.872498
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4587602861823807""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.8816592378348256""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.54079842324399""
  }]
}",2513.983606,0.0,6140.025312
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7049432445999504""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4743785042589233""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.708645896223937""
  }]
}",5941.271179,279.36,905.982826
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.6250659218934906""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.8401552753603707""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.8940551790124944""
  }]
}",4276.929643,298.0,7635.621091
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.566376412629378""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7495877927578904""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.0572132737492788""
  }]
}",4343.537475,1326.3,1123.247578
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.3816948080604639""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""4.2067554705659278""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.6946394607501567""
  }]
}",9355.739389,0.0,2286.927789
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.98461567364744029""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1442452263365075""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.02128461823559""
  }]
}",2864.644318,135.0,4345.320169
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""3.3123519126254939""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""5.3580676288382083""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""6.1342616540630921""
  }]
}",3919.394766,467.06,11173.77587
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.87328045472823468""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.8590041675858775""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.4277932950806909""
  }]
}",3380.523396,1012.31,3294.766081
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""5.8725492505375234""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""8.2418751258763816""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""8.4046094306898613""
  }]
}",7445.228843,1023.29,16323.64243
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.89184683024989142""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.0463072664594262""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.5237852375165666""
  }]
}",3092.948987,1132.03,3988.939447
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2528835285046673""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5078401762340319""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.7760847791403038""
  }]
}",2872.798614,27.16,2692.777044
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3859259189535504""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.8501353312811557""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.2049121052966116""
  }]
}",6384.360491,1856.84,2144.180453
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3055241692599837""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.6459427803408957""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.1228683610321983""
  }]
}",3908.10498,1238.12,1799.316522
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.0521899734300861""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.0492724270968914""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.9599394617705945""
  }]
}",2702.523396,229.25,4214.846529
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3015644630137677""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.4278568807837353""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.5818320759064286""
  }]
}",2610.433432,512.5,2771.850961
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.79436656116873516""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1928340183313622""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.2830354526674674""
  }]
}",3608.548972,1664.02,3899.963528
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.68942267841168914""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3943953467040897""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.8993493342305388""
  }]
}",5032.709807,0.0,2996.684234
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""5.0759557859385627""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""7.3860775686184494""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""7.7807045904156134""
  }]
}",6366.085376,407.86,14827.30716
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1733943908059614""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7474921602932374""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.9206646924621746""
  }]
}",2629.276828,0.0,3492.909117
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.0073646441368855""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""4.4434168062117783""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""5.3295111769613035""
  }]
}",5471.186593,0.0,8411.998221
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1095379105415843""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.41615692181133""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.1035081963301883""
  }]
}",5380.796813,1710.24,2292.800636
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.68885166081263716""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.5741062484973924""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.2876198611197558""
  }]
}",4282.043906,1974.04,4310.515986
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.55962060476058217""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.5391808397221887""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.4278775054641133""
  }]
}",4229.914629,1631.85,4350.228299
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.2097127835296848""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.9922851610882804""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.81078197247996""
  }]
}",923.977036,0.0,6616.555691
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.50527116851012055""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3007143486629809""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.9670966654697093""
  }]
}",4184.915498,0.0,3757.68359
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.1445576024419637""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""4.7017313464410924""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""5.1594923423575345""
  }]
}",9061.787692,0.0,5672.920976
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.80551923894138189""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.5136538133997526""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.9054292586020374""
  }]
}",3343.299372,790.8,5001.962631
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.1841976107633767""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.6860476305514678""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.7184736605600781""
  }]
}",3805.629844,0.0,2132.877903
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.95341513695301994""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3407015463456493""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.1557741161451238""
  }]
}",3015.25965,0.0,4715.033095
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.4159522359470245""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7050815619880126""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.0107237624217444""
  }]
}",2472.874609,2052.74,3251.021027
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.77388474173472632""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.1262690283721351""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.8324459512008073""
  }]
}",4458.045588,0.0,2846.034435
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.073574975734789""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.8792495628708434""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.4317600840174842""
  }]
}",3335.053583,0.0,5823.467109
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5091409803533047""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.7093718125466806""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.0977502497143607""
  }]
}",7886.875682,968.26,3528.821853
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.8890103562966183""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.7805645046985594""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.2868997821491064""
  }]
}",1411.60223,963.24,6173.682877
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.98316027537800987""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.0193750198057945""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.0016886081695011""
  }]
}",2927.082849,0.0,3987.822594
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2388660638725464""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7879832210677451""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.9689361711972886""
  }]
}",2421.106175,0.0,3701.78388
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.40598594287072""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""5.0702233612960343""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""5.5045390997716686""
  }]
}",8929.533392,0.0,7165.12654
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.99980095177211548""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7529624087877165""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.6247302858102772""
  }]
}",3011.469977,582.28,3325.302419
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5608296982769345""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.0701755111999329""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.653087643958699""
  }]
}",2571.311375,0.0,6537.278532
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5776109056327485""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.6643526588285673""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.4594393927234437""
  }]
}",1990.482788,55.0,5807.425413
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2538997120475983""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.4492991366772106""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.3690651898581794""
  }]
}",2878.715983,909.16,2600.803827
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.9526198050392558""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.9964523187168153""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.704567936578302""
  }]
}",4932.396527,0.0,245.596578
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.0293508959712359""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7311115648960584""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.8059499501772653""
  }]
}",3350.186138,0.0,2887.013513
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.77489052743149345""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.5614217646998552""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.9373997199691613""
  }]
}",5478.956337,0.0,2925.736794
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.83037292029165222""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.1368222849508345""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.2012471598576537""
  }]
}",6388.108487,0.0,3768.696678
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.0280537184361338""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.9122567497267966""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.7547755762184187""
  }]
}",4251.411617,0.0,2318.967259
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.0048007144832303""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.8347552525424815""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.0268875504663009""
  }]
}",5532.653003,2491.83,3504.619697
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.6376271234498896""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.3750410676155429""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.5633650099638805""
  }]
}",2939.047848,749.0,7130.160309
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3316317284822712""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.453441955840747""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.1862132717211118""
  }]
}",3363.288511,1123.42,1992.271699
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.9471881849106656""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.4080619862827226""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.8069051452062008""
  }]
}",5800.587339,0.0,369.950794
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.9757812507605537""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""4.0943671072904424""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.5334033293466707""
  }]
}",9335.31417,226.23,0.0
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.3376174337462472""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.7148190408052566""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.6878280946280761""
  }]
}",4098.215967,0.0,1665.296793
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5152843908675124""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.4654333761996554""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.1792117508853641""
  }]
}",7623.224897,300.0,2800.728343
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2396376628666361""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""1.5176869074338324""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.7589233795463972""
  }]
}",3084.618021,0.0,2506.67355
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.81690626447836""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.037924866867201""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.7585210919836975""
  }]
}",4320.267209,117.23,2746.430467
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.2893624640049555""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.2087746748598134""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.7720063606330454""
  }]
}",5193.661885,0.0,1682.146822
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""0.96246447477286157""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""3.5957076463372184""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.4425015447931511""
  }]
}",6643.187445,202.69,5107.669643
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.9150345204195105""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""5.2774370800124712""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""5.4998416778883525""
  }]
}",10871.08518,0.0,4822.559803
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""2.1387272518403946""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""4.44545999446322""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""4.9106131043723122""
  }]
}",9264.786223,0.0,4158.61262
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.7699671444839595""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.2884306233228497""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.5462819005629087""
  }]
}",5585.30457,515.28,656.485086
1,"{
  ""NEAREST_CENTROIDS_DISTANCE"": [{
    ""CENTROID_ID"": ""1"",
    ""DISTANCE"": ""1.5264168742852011""
  }, {
    ""CENTROID_ID"": ""2"",
    ""DISTANCE"": ""2.3400807631958656""
  }, {
    ""CENTROID_ID"": ""3"",
    ""DISTANCE"": ""3.5102830970833594""
  }]
}",5636.389815,645.55,1190.251389
